Link,School,School Rank,price,Bedrooms,Bathrooms,Car Spaces,type,availability,address,suburb,inspection_date,inspection_time_start,inspection_time_end,description para,Agent_Name,Agent_Phone,Agent_Email,Price Category,
https://www.realestate.com.au/425305166,Wattle Park Primary School,14,https://www.realestate.com.au/425305166,$470 per week,3,2,House,Sat 12-Jan-19,42 Mcintyre Street,Burwood, , to arrange an appointment., to arrange an appointment.,"
Within walking distance to Deakin University, bus and tram stops this home is ideally located.
Feauturing 3 bedrooms (all with BIR's) large master bedroom with semi ensuite, central bathroom with large bath. Kitchen with gas cooking and separate meals area. Lounge room with open fire place. Good sized front yard and double garage.
For a full list of our LARGE SELECTION of properties, visit our website at www.cnre.com.au
We are your local JENMAN APPROVED office.
Call NOW on (03) 9831 9831 on our 24 hour line.
Property Code: 1459",Cooper Newman,03 9831 9831,reception%40cnre.com.au,Rentals Available 350_480,2
https://www.realestate.com.au/425281734,Wattle Park Primary School,14,https://www.realestate.com.au/425281734,$380 per week,1,1,Apartment,Fri 28-Dec-18,5/972 Riversdale Road,Surrey Hills,Thu 27 Dec,1:30PM , 1:45PM,"
This near new apartment is located in a small boutique block of only 8 and is located at the rear of the block on the ground floor. The property comprises the following:
 
- Light filled and offering a large living space opening onto a private balcony a
 - Adjoining a modern fully equipped kitchen with gas cooking and dishwasher
 - Large bedroom with full length wardrobes
 - Central bathroom and euro style laundry
 - Secure entry
 - Split system heating/cooling
 - Secure garage for 1 car. 
 
PHOTO ID REQUIRED AT ALL INSPECTIONS 
 PLEASE NOTE: Open for Inspection Times and Property Availability is subject to change or cancellation without notice.",Candice Ayton,03 9830 1644,inspections.ire.balwyn%40noeljones.com.au+,Rentals Available 350_480,1
https://www.realestate.com.au/425463154,Balwyn Primary School,16,https://www.realestate.com.au/425463154,$370 per Week,1,1,Apartment,Tue 29-Jan-19,306/188 Whitehorse Road,Balwyn, , to arrange an appointment., to arrange an appointment.,"
Open Inspection: TBA
Please register to inspect this property. When inspection times are scheduled/changed or the property is no longer available, only those registered will be advised.
A range of 1 bedroom apartments, featuring stylish hardwood timber flooring and ample storage space. The air-conditioned living space is well designed with glass sliding doors opening to your own private balcony creating a spacious open and bright atmosphere that is guaranteed to impress. All carpeted bedrooms are generous in size and have built in robes for your storing needs. The state of the art kitchen has stone bench tops, tiled splashbacks, gas appliances and dishwasher. The apartment offers, large modern bathrooms, with separate European laundry facilities. You will have access a full gym facility, communal BBQ/lounge area on a rooftop terrace along with a cinema area for all your social needs.
Located right on Melbourne's iconic Whitehorse Road, just across the street from the landmark Balwyn Cinema, these luxury apartments sit in the heart of Balwyn. Whitehorse Road is home to many boutique cafes and shops for your social needs and just a short stroll to Parkland,
...
show more",Sarah Martin,9818 8991,enquiries%40melbpm.com.au,Rentals Available 350_480,1
https://www.realestate.com.au/425468846,Ivanhoe Primary School,28,https://www.realestate.com.au/425468846,$350 per week,2,1,Apartment,Wed 23-Jan-19,7/125 Locksley Road,Eaglemont, , to arrange an appointment., to arrange an appointment.,"
To inspect, please see instructions below.
First floor apartment offering two good sized bedrooms, main bedroom with built-in robes. The apartment also comprises lounge and meals area, with balcony looking over lovely tree lined street, modern kitchen with gas cooking and plenty of cupboard space, bathroom with shower, toilet and laundry facilities. 
In a lovely block with security entrance, this apartment is only a very short walk to Ivanhoe or Eaglemont train stations and Ivanhoe shops and restaurants. 
Do not miss the opportunity to inspect!
First inspection to be the week of 7th January. 
Arranging an inspection time is easy! 
Simply click 'Book Inspection' button to register for an inspection, or use the 'Contact Agent' facility.
By registering, you will instantly be informed of any updates, changes or cancellations to your appointment. You must enter your details to book an inspection time.",Jessica McFarlane,03 9490 0515,jmcfarlane%40milesre.com.au,Rentals Available 350_480,1
https://www.realestate.com.au/425358658,Ivanhoe Primary School,28,https://www.realestate.com.au/425358658,$420 per week,2,1,Unit,Thu 17-Jan-19,6/46 Locksley Road,Ivanhoe, , to arrange an appointment., to arrange an appointment.,"
*****IMPORTANT REGISTER TO INSPECT PROPERTIES *******
Nestled ever so peacefully toward the rear of an impeccable garden group, this smartly styled villa's spacious, light filled proportions and easy walking convenience to a host of amenities. Just a short stroll from Chelsworth and Yarra River Parklands, central Ivanhoe shopping, trains, buses and schools, wonderfully appealing updated accommodation includes a beautifully bright living room, northern focused kitchen featuring gas cooking and meals zone, two double bedrooms both with built in robes, full bathroom with laundry facilities, private outdoor spaces, gas heater, air conditioner and a conveniently positioned car space right out the front.
**** BOOK ONLINE NOW TO INSPECT ****
Simply click EMAIL AGENT and well respond instantly with available appointment times.
Register to confirm your chosen inspection times so that we can advise you of any changes or alternatively you can suggest your own time and we will confirm.",Maria Kominakis,03 9533 0999,inspections%40hodgescaulfield.com.au,Rentals Available 350_480,1
https://www.realestate.com.au/425353158,Ivanhoe Primary School,28,https://www.realestate.com.au/425353158,$450 per week,3,1,House,Sat 19-Jan-19,115 Hawker Street,Ivanhoe, , to arrange an appointment., to arrange an appointment.,"
This three bedroom weatherboard home in Ivanhoe is calling out for its new tenant to move in and proudly start calling this property home.  Walk through the front door to the spacious lounge room with polished floorboards, gas heating and cooling.  Three generously sized bedrooms (main with BIR) and all with loads of natural light.  The main central bathroom comprises spacious shower and toilet.  The large kitchen/meals area comprises ample cupboard and bench space and overlooks the backyard.  There is a separate laundry as well as separate second toilet.  The backyard is perfect for those craving some outdoor space perhaps for children or pets (pets permitted).  There is also a shed/workshop.  Get in quick to secure this three bedroom home in Ivanhoe with backyard, floorboards, heating and cooling and all at an affordable price range.",Daniel Stocco,0409 180 845,admin%40thomasquixley.com.au,Rentals Available 350_480,2
https://www.realestate.com.au/425111162,Camberwell Primary School,8,https://www.realestate.com.au/425111162,$420 per week,2,1,2,Apartment,Available Now,5/3 St Johns Avenue,Camberwell,Fri 28 Dec,1:30PM , 1:45PM,"
Spacious apartment in a great location.
 Comprising:-
 *  2 good sized bedrooms
 *  Builtin robes
 *  Tidy kitchen with gas cooking
 *  Bathroom with shower over bath
 *  Spacious lounge
 *  Separate laundry area 
 *  Storage cupboard
 *  Two covered carspaces 
 *  Gas ducted heating
 With easy access to the Camberwell Junction shopping centre, this ground floor apartment offers spacious accommodation located at the rear of block. 
 PHOTO ID REQUIRED AT ALL INSPECTIONS 
 PLEASE NOTE: Open for Inspection Times and Property Availability is subject to change or cancellation without notice. Melway Ref 59K1.",Ian Smith,0423 020 892,ian.smith%40noeljones.com.au,Rentals Available 350_480
https://www.realestate.com.au/425437218,Blackburn Lake Primary School,22,https://www.realestate.com.au/425437218,$450 per week,3,1,2,House,Available Now,18 Laughlin  Avenue,Nunawading,Sat 29 Dec,11:45AM , 12:00PM,"
**** IMPORTANT! REGISTER TO INSPECT PROPERTIES **** 
Please register your details and you will be INSTANTLY informed of 
any updates, changes or cancellations to inspections. 
If no one registers for an inspection time then that inspection does not proceed. 
Please note that we do not release keys. 
Located walking distance to Nunawading train station, this spacious house offered all the convenience you need. 
This three bedroom House comprise: 
- 3 Spacious bedrooms, two with build in robes
- Original bathroom with separate toilet 
- Formal lounge and dining room 
- Original kitchen with plenty cupboard space 
- A superb location within the heart of Nunawading, local shops and 5 mins walk to Nunawading Christian College
Further feature including 
- Split air conditioning 
- Single Garage 
To secure yourself an inspection, please click Book an inspection time on this web listing.  For enquiries click email agent. To apply online via 1form click on the Apply Online icon and follow the steps.",Lorna Zhou,0455 929 666,lzhou%40buxton.com.au,Rentals Available 350_480
https://www.realestate.com.au/425319770,Blackburn Lake Primary School,22,https://www.realestate.com.au/425319770,$390 per week,3,1,1,House,Available Now,20 Jackson Street,Forest Hill,Sat 29 Dec,10:00AM , 10:15AM,"
Walking distance to Forest Hill Chase Shopping Centre. Take the bus to Nunawading train station.
Features include: 
* 3 bedrooms
* Kitchen & meals area
* Separate lounge room
* Carpeted bedrooms
* Rear Yard
* SLUG
ARRANGING AN INSPECTION IS EASY!
TO REGISTER: Simply click on Email Agent to register instantly using our online system.
By registering, you will be informed of any updates, changes or cancellations.
PHOTO ID REQUIRED AT ALL INSPECTIONS 
PLEASE NOTE: Open for Inspection Times and Property Availability is subject to change or cancellation without notice.",Vincent Ye,0413790052,reception.boxhill%40noeljones.com.au,Rentals Available 350_480
https://www.realestate.com.au/425460062,Donburn Primary School,26,https://www.realestate.com.au/425460062,$380 per week,2,1,,Townhouse,Sat 12-Jan-19,8/30-34 Old Warrandyte Road,Donvale,Sat 29 Dec,10:45AM , 11:00AM,"
** VIEW SAT 29 DEC 10.45-11.00 OR BOOK INSPECTION ONLINE **
If you are looking for a convenient house for your small family, this will be the one. This townhouse contained two good size bedrooms, lounge room and kitchen/meal room. Only minutes away from The Pine, Donvale Reserve and direct bus to CBD. Would this the lifestyle you after?
Click BOOK INSPECTION button to register and we will instantly respond with an available inspection time. 
PLEASE ENSURE: you are REGISTERED as Open for Inspection times are subject to change or cancellation without notice and we want you to be notified if this occurs. Photo ID is required at inspections. You can obtain an application from our website, from the Agent at the OFI or apply via 1Form. Rent is to be paid per calendar month.",Brook Chuang,03 9805 1111,bchuang%40woodards.com.au,Rentals Available 350_480
https://www.realestate.com.au/410289151,Doncaster Gardens Primary School,6,https://www.realestate.com.au/410289151,$400 per week,3,1,2,Unit,Fri 18-Jan-19,1/1-5 Darcy Street,Doncaster,Fri 4 Jan,5:30PM , 5:45PM,"
Located in a sought after location close to local schools, shops, public transport, parkland and the Eastern freeway, this single storey unit ticks all of the boxes. Featuring huge double garage with remote access, this home boasts 3 bedrooms (two with built in robes), large open and bright lounge room with polished floorboards leading into the kitchen and meals area, with gas cooking and plenty of cupboard space. Also offering main renovated bathroom with separate toilet, low maintenance rear courtyard and generous front yard. Additional features include; gas ducted heating and air conditioning.
Unfortunately the property is not suitable for pets.
Photo ID may be requested at this inspection prior to entry.",Michelle Jansen,0437695848,mjansen%40philipwebb.com.au,Rentals Available 350_480
https://www.realestate.com.au/424092126,Birralee Primary School,11,https://www.realestate.com.au/424092126,$470pw/$2042pcm,3,1,2,House,Available Now,87 Winfield Road,Balwyn North, , to arrange an appointment., to arrange an appointment.,"
To book an inspection for this property, please click on the Email Agent tab and we will respond instantly with available times.  You must register to inspect. 
FRESHLY PAINTED, light-filled, neat and tidy weatherboard home with good aspect and uninterrupted distant views from the front rooms,   shops, schools,  and Koonung Trail parkland within easy reach.  This instantly inviting, low maintenance home will suit  a couple or small family. 
Consisting of L- shaped lounge/dining, king size main bedroom with floor- to -ceiling built-in robe and ceiling fan PLUS two additional good size bedrooms (one with floor to ceiling built-in-robe) all serviced by a modern central bathroom/toilet.   Gorgeous kitchen with Smeg gas appliances surrounded by delightful polished timber benchtops & floorspace for a table of 6.  Off the kitchen is a laundry with more cupboards and second toilet with access to a very PRIVATE enclosed rear garden. 
Other features- polished floor boards throughout, timber venetian blinds to all windows, security alarm, split system air-conditioning in lounge, ceiling fans in two bedrooms, ducted heating and double carport.  Register now to view.",Tayla Hewitt,0413 630 541,,Rentals Available 350_480
https://www.realestate.com.au/425413802,Wattle Park Primary School,14,https://www.realestate.com.au/425413802,$475 per week,3,1,2,Unit,Available Now,27/31 McIntyre Street,Burwood, , to arrange an appointment., to arrange an appointment.,"
Warm and welcoming, this immaculately presented, free standing single level family home offers affordable, quality living in a most convenient location.
Impeccably maintained, the property features:
* Spacious lounge room with polished floorboards, split system heating/cooling unit and additional gas heater 
* Well-appointed kitchen with gas cooking
* Adjoining dining/meals area with polished floorboards and additional split system heating/cooling unit 
* 3 generous bedrooms - master with walk in robe and direct access to ensuite style central bathroom (with both bath and separate shower), further 2 bedrooms also with built in robes 
* Separate toilet and huge separate laundry 
Complete with fabulous outdoor decking - perfect for entertaining/alfresco dining and double remote lock up garage with access to courtyard. 
Set privately towards the rear of a secure and beautifully maintained garden village, the house is ideally positioned within walking distance of Deakin University and PLC and just moments from Burwood Highway trams, Gardiners Creek Reserve parklands and walking tracks and Toorak Rd/Burwood Highway shops and cafs!",Jess Hart,0403 171 787,inspectrealestate%40rosshunt.com.au,Rentals Available 350_480
https://www.realestate.com.au/420861806,Donburn Primary School,26,https://www.realestate.com.au/420861806,$395 per week,3,1,1,House,Available Now,279 Blackburn Road,Doncaster East,Thu 3 Jan,12:30PM , 12:40PM,"
Centrally located within minutes to Westfield Doncaster, Box Hill Central and Donburn Shops, this family home is in an ideal position. Flexible floorplans, offering light-filled living and dining spaces, a functional kitchen with gas cooking and ample storage. Original bathroom with separate shower and bath. Three sizable bedrooms with built in robes and internal laundry. Additional features include: gas heating unit, hardwood floors, leafy front yard with patio area, and large backyard with plenty of room for the kids to run around and play chase on the warm autumn afternoons. Off street parking for two plus cars. Convenience is at your fingertips, walk to local Donburn shops, East Doncaster Secondary and enjoy the easy access to The Pines, Eastern freeway, local public transport, as well as Zerbes and Marsden Crescent Reserves.
Pets will be considered upon application for this property.",Michelle Jansen,0437695848,mjansen%40philipwebb.com.au,Rentals Available 350_480
